coefficient
10827.787473152255
4324.863107132085
2286.7889811060895
6766.267893573703
1870.876567434465
19470.412430915538
4421.185146415675
-6104.419887596776
-2137.726367369338
-0.0
-163.267547716154
0.0
0.0
-0.0
0.0
-1215.6538135393362
-606.2892736804674
2088.975867555219
885.8908011098165
-0.0
-0.0
-0.0
-0.0
1038.573315443235
407.77576116501933
0.0
1409.0140345113034
-0.0
-0.0
-0.0
3165.5665506453997
-0.0
0.0
-0.0
0.0
-653.5570924418529
0.0
-0.0
1802.9534430405315
3441.4360244124314
-0.0
-0.0
-0.0
0.0
0.0
3339.1521205703734
-0.0
-256.06435380290316
-257.8617570868089
-0.0
1670.7575491076657
703.289550875794
859.5861598957439
-297.96855693575486
0.0
-0.0
-12.318497659093142
-0.0
0.0
0.0
0.0
747.6594506963315
-0.0
-0.0
-0.0
0.0
-599.8596258401748
0.0
0.0
-1290.7511582130828
0.0
-0.0
0.0
-588.7923124626985
1989.3045967508126
-0.0
1230.2342876888965
-0.0
-0.0
0.0
-0.0
0.0
-1040.424586721155
0.0
-0.0
-0.0
-0.0
0.0
0.0
0.0
-0.0
0.0
-0.0
916.5763996398783
0.0
-0.0
-140.10490862071703
-521.0425476526337
0.0
-0.0
-0.0
-619.8942887869161
-0.0
0.0
0.0
4623.48084868785
-650.6698252167819
0.0
-2556.6912564212103
0.0
-0.0
0.0
-172.39592148570148
0.0
-0.0
-0.0
2004.0424553933012
-0.0
0.0
0.0
4609.058689202551
0.0
0.0
-0.0
0.0
-225.97039702769845
-0.0
-504.6411135574758
0.0
-0.0
0.0
0.0
909.242245987206
5475.906615188255
-0.0
-0.0
-0.0
159.96005929198395
0.0
1942.3574171928713
-0.0
-0.0
-0.0
-2788.3096996281884
0.0
-0.0
0.0
0.0
-0.0
-522.2099450293998
0.0
1491.1283995729755
-36.52285519398303
0.0
-0.0
-429.57970001981084
-0.0
0.0
0.0
0.0
-0.0
0.0
-0.0
5445.363859086122
-0.0
0.0
-1583.9138533272596
-1233.5480230520902
-0.0
0.0
-0.0
-0.0
-524.4459042057903
-728.4639851214929
793.8511579564268
0.0
-0.0
0.0
-1896.3973715614477
-614.5486151275225
257.42388150479167
-1457.250056043567
0.0
-1014.6003856580903
0.0
-0.0
-0.0
-0.0
1779.8169959575125
-0.0
-0.0
-0.0
2900.614984441288
-0.0
1561.2929818715575
-0.0
-27.879264375657005
0.0
-1602.2917070407564
-0.0
0.0
-0.0
-0.0
0.0
-0.0
-146.2337550981249
115.71126907471468
0.0
-0.0
-0.0
-0.0
0.0
4335.828903133948
0.0
-0.0
-3193.443089204189
26.40739604085351
0.0
-0.0
0.0
-0.0
273.0388975916048
-0.0
231.67461310676805
-0.0
-0.0
-2310.2693725640393
-4182.5930909348635
-812.6614166607958
-3156.5621455224864
-409.2959901400372
-576.0183950725361
0.0
-0.0
-0.0
0.0
-0.0
0.0
3895.983935412441
-0.0
0.0
0.0
-0.0
-0.0
0.0
-0.0
422.7696977918794
0.0
0.0
2088.4244639908093
-0.0
-51.19929723221809
-0.0
-982.308986356234
0.0
3795.753164402139
-7720.904773264805
-0.0
-0.0
-0.0
-0.0
5506.428750759396
154.40438467695242
0.0
